1,0.000
1.1,0.087
1.2,0.166
1.3,0.239
1.4,0.306
1.5,0.369
1.6,0.428
1.7,0.484
1.8,0.536
1.9,0.585
2.0,0.631
2.1,0.676
2.2,0.718
2.3,0.759
2.4,0.797
2.5,0.834
2.6,0.870
2.7,0.904
2.8,0.937
2.9,0.969
3.0,1.000
3.1,1.030
3.2,1.059
3.3,1.087
3.4,1.114
3.5,1.140
3.6,1.166
3.7,1.191
3.8,1.215
3.9,1.239
4.0,1.262
4.1,1.285
4.2,1.307
4.3,1.328
4.4,1.349
4.5,1.369
4.6,1.389
4.7,1.409
4.8,1.428
4.9,1.446
5.0,1.465
5.1,1.484
5.2,1.501
5.3,1.518
5.4,1.536
5.5,1.552
5.6,1.568
5.7,1.584
5.8,1.600
5.9,1.616
6.0,1.630
6.1,1.646
6.2,1.661
6.3,1.676
6.4,1.689
6.5,1.704
6.6,1.718
6.7,1.731
6.8,1.744
6.9,1.758
7.0,1.770
7.1,1.783
7.2,1.797
7.3,1.810
7.4,1.821
7.5,1.834
7.6,1.846
7.7,1.858
7.8,1.869
7.9,1.881
8.0,1.892
8.1,1.903
8.2,1.914
8.3,1.925
8.4,1.937
8.5,1.948
8.6,1.958
8.7,1.969
8.8,1.979
8.9,1.989
9.0,1.999
9.1,2.009
9.2,2.019
9.3,2.028
9.4,2.038
9.5,2.047
9.6,2.057
9.7,2.067
9.8,2.077
9.9,2.086
10.0,2.095
10.1,2.104
10.2,2.113
10.3,2.121
10.4,2.130
10.5,2.138
10.6,2.148
10.7,2.156
10.8,2.164
10.9,2.172
11.0,2.182
11.1,2.189
11.2,2.198
11.3,2.206
11.4,2.214
11.5,2.221
11.6,2.230
11.7,2.237
11.8,2.245
11.9,2.252
12.0,2.260
12.1,2.267
12.2,2.274
12.3,2.283
12.4,2.291
12.5,2.298
12.6,2.305
12.7,2.311
12.8,2.319
12.9,2.326
13.0,2.332
13.1,2.340
13.2,2.346
13.3,2.353
13.4,2.360
13.5,2.366
13.6,2.374
13.7,2.381
13.8,2.387
13.9,2.393
14.0,2.400
14.1,2.406
14.2,2.413
14.3,2.419
14.4,2.425
14.5,2.432
14.6,2.437
14.7,2.444
14.8,2.450
14.9,2.455
15.0,2.463
15.1,2.469
15.2,2.474
15.3,2.481
15.4,2.486
15.5,2.492
15.6,2.498
15.7,2.504
15.8,2.509
15.9,2.515
16.0,2.521
16.1,2.526
16.2,2.532
16.3,2.537
16.4,2.543
16.5,2.549
16.6,2.555
16.7,2.560
16.8,2.566
16.9,2.570
17.0,2.576
17.1,2.581
17.2,2.587
17.3,2.591
17.4,2.597
17.5,2.602
17.6,2.607
17.7,2.612
17.8,2.617
17.9,2.623
18.0,2.628
18.1,2.633
18.2,2.638
18.3,2.643
18.4,2.648
18.5,2.652
18.6,2.657
18.7,2.662
18.8,2.667
18.9,2.671
19.0,2.676
19.1,2.680
19.2,2.685
19.3,2.689
19.4,2.696
19.5,2.700
19.6,2.705
19.7,2.709
19.8,2.714
19.9,2.719
20.0,2.723
