1,0.000
1.1,0.059
1.2,0.113
1.3,0.163
1.4,0.209
1.5,0.252
1.6,0.292
1.7,0.330
1.8,0.365
1.9,0.399
2.0,0.431
2.1,0.461
2.2,0.490
2.3,0.518
2.4,0.544
2.5,0.569
2.6,0.594
2.7,0.617
2.8,0.640
2.9,0.661
3.0,0.682
3.1,0.703
3.2,0.723
3.3,0.742
3.4,0.760
3.5,0.778
3.6,0.796
3.7,0.813
3.8,0.829
3.9,0.845
4.0,0.861
4.1,0.877
4.2,0.892
4.3,0.906
4.4,0.920
4.5,0.934
4.6,0.948
4.7,0.961
4.8,0.975
4.9,0.987
5.0,1.000
5.1,1.012
5.2,1.024
5.3,1.036
5.4,1.048
5.5,1.059
5.6,1.070
5.7,1.081
5.8,1.092
5.9,1.103
6.0,1.112
6.1,1.123
6.2,1.134
6.3,1.144
6.4,1.153
6.5,1.163
6.6,1.172
6.7,1.181
6.8,1.190
6.9,1.200
7.0,1.208
7.1,1.217
7.2,1.226
7.3,1.235
7.4,1.243
7.5,1.252
7.6,1.260
7.7,1.268
7.8,1.275
7.9,1.283
8.0,1.291
8.1,1.299
8.2,1.306
8.3,1.314
8.4,1.322
8.5,1.329
8.6,1.336
8.7,1.344
8.8,1.351
8.9,1.357
9.0,1.364
9.1,1.371
9.2,1.378
9.3,1.384
9.4,1.391
9.5,1.397
9.6,1.404
9.7,1.411
9.8,1.417
9.9,1.423
10.0,1.429
10.1,1.436
10.2,1.442
10.3,1.447
10.4,1.454
10.5,1.459
10.6,1.466
10.7,1.471
10.8,1.477
10.9,1.482
11.0,1.489
11.1,1.494
11.2,1.500
11.3,1.505
11.4,1.511
11.5,1.516
11.6,1.521
11.7,1.526
11.8,1.532
11.9,1.537
12.0,1.542
12.1,1.547
12.2,1.552
12.3,1.558
12.4,1.563
12.5,1.568
12.6,1.573
12.7,1.577
12.8,1.582
12.9,1.587
13.0,1.592
13.1,1.597
13.2,1.601
13.3,1.606
13.4,1.610
13.5,1.615
13.6,1.620
13.7,1.625
13.8,1.629
13.9,1.633
14.0,1.638
14.1,1.642
14.2,1.646
14.3,1.651
14.4,1.655
14.5,1.659
14.6,1.663
14.7,1.667
14.8,1.672
14.9,1.676
15.0,1.681
15.1,1.685
15.2,1.689
15.3,1.693
15.4,1.697
15.5,1.700
15.6,1.705
15.7,1.709
15.8,1.712
15.9,1.716
16.0,1.720
16.1,1.724
16.2,1.728
16.3,1.732
16.4,1.735
16.5,1.740
16.6,1.743
16.7,1.747
16.8,1.751
16.9,1.754
17.0,1.758
17.1,1.761
17.2,1.765
17.3,1.768
17.4,1.772
17.5,1.776
17.6,1.779
17.7,1.782
17.8,1.786
17.9,1.790
18.0,1.793
18.1,1.797
18.2,1.800
18.3,1.804
18.4,1.807
18.5,1.810
18.6,1.813
18.7,1.817
18.8,1.820
18.9,1.823
19.0,1.826
19.1,1.829
19.2,1.832
19.3,1.835
19.4,1.840
19.5,1.843
19.6,1.846
19.7,1.849
19.8,1.852
19.9,1.855
20.0,1.858
